timestamp,src_ip,src_port,dst_ip,dst_port,protocol,length,hdr_ip_len,hdr_tcp_len,ack_flag,init_window
2025-05-15 13:13:16.504568,52.96.103.34,443,192.168.10.201,52728,6,66,20,32,1,4194816
2025-05-15 13:13:16.504570,52.96.103.34,443,192.168.10.201,52728,6,216,20,32,1,4194816
2025-05-15 13:13:16.504694,192.168.10.201,52728,52.96.103.34,443,6,66,20,32,1,131584
2025-05-15 13:13:16.507910,192.168.10.201,52728,52.96.103.34,443,6,117,20,32,1,131584
2025-05-15 13:13:16.508287,192.168.10.201,52728,52.96.103.34,443,6,165,20,32,1,131584
2025-05-15 13:13:16.508735,192.168.10.201,52728,52.96.103.34,443,6,1514,20,32,1,131584
2025-05-15 13:13:16.508737,192.168.10.201,52728,52.96.103.34,443,6,1514,20,32,1,131584
2025-05-15 13:13:16.508739,192.168.10.201,52728,52.96.103.34,443,6,1514,20,32,1,131584
2025-05-15 13:13:16.508783,192.168.10.201,52728,52.96.103.34,443,6,995,20,32,1,131584
2025-05-15 13:13:16.531621,52.96.103.34,443,192.168.10.201,52728,6,66,20,32,1,4194560
2025-05-15 13:13:16.531623,52.96.103.34,443,192.168.10.201,52728,6,135,20,32,1,4194560
2025-05-15 13:13:16.531735,192.168.10.201,52728,52.96.103.34,443,6,66,20,32,1,131520
2025-05-15 13:13:16.532032,192.168.10.201,52728,52.96.103.34,443,6,104,20,32,1,131520
2025-05-15 13:13:16.534703,52.96.103.34,443,192.168.10.201,52728,6,104,20,32,1,4194816
2025-05-15 13:13:16.534705,52.96.103.34,443,192.168.10.201,52728,6,66,20,32,1,4194816
2025-05-15 13:13:16.534826,192.168.10.201,52728,52.96.103.34,443,6,66,20,32,1,131456
2025-05-15 13:13:16.538164,20.42.72.131,443,192.168.10.201,52729,6,66,20,32,1,4194816
2025-05-15 13:13:16.538165,20.42.72.131,443,192.168.10.201,52729,6,165,20,32,1,4194816
2025-05-15 13:13:16.538297,192.168.10.201,52729,20.42.72.131,443,6,66,20,32,1,131264
2025-05-15 13:13:16.540184,192.168.10.201,52729,20.42.72.131,443,6,750,20,32,1,131264
2025-05-15 13:13:16.582030,192.168.10.201,52728,52.96.103.34,443,6,104,20,32,1,131456
2025-05-15 13:13:16.595095,20.42.72.131,443,192.168.10.201,52729,6,1514,20,32,1,4194048
2025-05-15 13:13:16.595097,20.42.72.131,443,192.168.10.201,52729,6,1514,20,32,1,4194048
2025-05-15 13:13:16.595098,20.42.72.131,443,192.168.10.201,52729,6,1514,20,32,1,4194048
2025-05-15 13:13:16.595100,20.42.72.131,443,192.168.10.201,52729,6,1514,20,32,1,4194048
2025-05-15 13:13:16.595101,20.42.72.131,443,192.168.10.201,52729,6,684,20,32,1,4194048
2025-05-15 13:13:16.595222,192.168.10.201,52729,20.42.72.131,443,6,66,20,32,1,124864
2025-05-15 13:13:16.595367,192.168.10.201,52729,20.42.72.131,443,6,66,20,32,1,131072
2025-05-15 13:13:16.602096,192.168.10.201,52729,20.42.72.131,443,6,140,20,32,1,131072
2025-05-15 13:13:16.602507,192.168.10.201,52729,20.42.72.131,443,6,158,20,32,1,131072
2025-05-15 13:13:16.602862,192.168.10.201,52729,20.42.72.131,443,6,836,20,32,1,131072
2025-05-15 13:13:16.602957,192.168.10.201,52729,20.42.72.131,443,6,1494,20,32,1,131072
2025-05-15 13:13:16.602959,192.168.10.201,52729,20.42.72.131,443,6,1494,20,32,1,131072
2025-05-15 13:13:16.602961,192.168.10.201,52729,20.42.72.131,443,6,1494,20,32,1,131072
2025-05-15 13:13:16.602984,192.168.10.201,52729,20.42.72.131,443,6,735,20,32,1,131072
2025-05-15 13:13:16.604760,52.96.103.34,443,192.168.10.201,52728,6,78,20,44,1,4194816
2025-05-15 13:13:16.639670,52.96.103.34,443,192.168.10.201,52728,6,1514,20,32,1,4194816
2025-05-15 13:13:16.639672,52.96.103.34,443,192.168.10.201,52728,6,1514,20,32,1,4194816
2025-05-15 13:13:16.639673,52.96.103.34,443,192.168.10.201,52728,6,1514,20,32,1,4194816
2025-05-15 13:13:16.639674,52.96.103.34,443,192.168.10.201,52728,6,270,20,32,1,4194816
2025-05-15 13:13:16.639675,52.96.103.34,443,192.168.10.201,52728,6,104,20,32,1,4194816
2025-05-15 13:13:16.639791,192.168.10.201,52728,52.96.103.34,443,6,66,20,32,1,126912
2025-05-15 13:13:16.639960,192.168.10.201,52728,52.96.103.34,443,6,66,20,32,1,131072
2025-05-15 13:13:16.642819,20.42.72.131,443,192.168.10.201,52729,6,66,20,32,1,4194816
2025-05-15 13:13:16.642820,20.42.72.131,443,192.168.10.201,52729,6,66,20,32,1,4193280
2025-05-15 13:13:16.642825,20.42.72.131,443,192.168.10.201,52729,6,66,20,32,1,4194816
2025-05-15 13:13:16.651601,20.42.72.131,443,192.168.10.201,52729,6,169,20,32,1,4194048
2025-05-15 13:13:16.651664,192.168.10.201,52729,20.42.72.131,443,6,66,20,32,1,130944
2025-05-15 13:13:16.662261,20.42.72.131,443,192.168.10.201,52729,6,128,20,32,1,4194048
2025-05-15 13:13:16.662308,192.168.10.201,52729,20.42.72.131,443,6,66,20,32,1,131008
2025-05-15 13:13:16.662414,192.168.10.201,52729,20.42.72.131,443,6,97,20,32,1,131072
2025-05-15 13:13:16.691061,20.42.72.131,443,192.168.10.201,52729,6,97,20,32,1,4194048
2025-05-15 13:13:16.691114,192.168.10.201,52729,20.42.72.131,443,6,66,20,32,1,131008
2025-05-15 13:13:16.708235,20.42.72.131,443,192.168.10.201,52729,6,336,20,32,1,4194048
2025-05-15 13:13:16.708316,192.168.10.201,52729,20.42.72.131,443,6,66,20,32,1,130752
2025-05-15 13:13:16.761950,20.42.72.131,443,192.168.10.201,52729,6,66,20,32,1,4194048
2025-05-15 13:13:22.577716,3.233.158.24,443,192.168.10.201,52723,6,122,20,32,1,77
2025-05-15 13:13:22.577849,192.168.10.201,52723,3.233.158.24,443,6,66,20,32,1,2047
2025-05-15 13:13:22.578107,192.168.10.201,52723,3.233.158.24,443,6,66,20,32,1,2048
2025-05-15 13:13:22.616852,3.233.158.24,443,192.168.10.201,52723,6,90,20,32,1,77
2025-05-15 13:13:22.616853,3.233.158.24,443,192.168.10.201,52723,6,66,20,32,1,77
2025-05-15 13:13:22.617013,192.168.10.201,52723,3.233.158.24,443,6,54,20,20,0,0
2025-05-15 13:13:22.617076,192.168.10.201,52723,3.233.158.24,443,6,54,20,20,0,0
2025-05-15 13:13:23.356345,192.168.10.201,52713,45.60.63.78,443,6,231,20,32,1,2048
2025-05-15 13:13:23.356429,192.168.10.201,52713,45.60.63.78,443,6,105,20,32,1,2048
2025-05-15 13:13:23.377602,45.60.63.78,443,192.168.10.201,52713,6,66,20,32,1,501
2025-05-15 13:13:23.377603,45.60.63.78,443,192.168.10.201,52713,6,105,20,32,1,501
2025-05-15 13:13:23.377702,192.168.10.201,52713,45.60.63.78,443,6,66,20,32,1,2047
2025-05-15 13:13:23.395856,192.168.10.201,52713,45.60.63.78,443,6,1514,20,32,1,2048
2025-05-15 13:13:23.395909,192.168.10.201,52713,45.60.63.78,443,6,498,20,32,1,2048
2025-05-15 13:13:23.397643,45.60.63.78,443,192.168.10.201,52713,6,1227,20,32,1,501
2025-05-15 13:13:23.397725,192.168.10.201,52713,45.60.63.78,443,6,66,20,32,1,2029
2025-05-15 13:13:23.398667,192.168.10.201,52713,45.60.63.78,443,6,101,20,32,1,2048
2025-05-15 13:13:23.411856,45.60.63.78,443,192.168.10.201,52713,6,66,20,32,1,495
2025-05-15 13:13:23.431650,45.60.63.78,443,192.168.10.201,52713,6,1514,20,32,1,501
2025-05-15 13:13:23.431651,45.60.63.78,443,192.168.10.201,52713,6,75,20,32,1,501
2025-05-15 13:13:23.431703,192.168.10.201,52713,45.60.63.78,443,6,66,20,32,1,2025
2025-05-15 13:13:23.468706,192.168.10.201,52713,45.60.63.78,443,6,238,20,32,1,2048
2025-05-15 13:13:23.508098,45.60.63.78,443,192.168.10.201,52713,6,817,20,32,1,501
2025-05-15 13:13:23.508165,192.168.10.201,52713,45.60.63.78,443,6,66,20,32,1,2036
2025-05-15 13:13:25.144902,192.168.10.201,52714,18.238.132.5,443,6,54,20,20,1,2048
2025-05-15 13:13:25.164562,18.238.132.5,443,192.168.10.201,52714,6,66,20,32,1,151
2025-05-15 13:13:27.602887,192.168.10.201,51101,142.250.113.188,5228,6,54,20,20,1,2048
2025-05-15 13:13:27.622925,142.250.113.188,5228,192.168.10.201,51101,6,66,20,32,1,1043
2025-05-15 13:13:30.574397,192.168.10.201,52719,104.18.32.47,443,6,54,20,20,1,2048
2025-05-15 13:13:30.593816,104.18.32.47,443,192.168.10.201,52719,6,66,20,32,1,10
2025-05-15 13:13:30.613163,40.99.245.50,443,192.168.10.201,52547,6,114,20,32,1,16381
2025-05-15 13:13:30.613370,192.168.10.201,52547,40.99.245.50,443,6,66,20,32,1,6912
2025-05-15 13:13:30.615084,192.168.10.201,52547,40.99.245.50,443,6,108,20,32,1,6912
2025-05-15 13:13:30.615273,192.168.10.201,52547,40.99.245.50,443,6,108,20,32,1,6912
2025-05-15 13:13:30.637628,40.99.245.50,443,192.168.10.201,52547,6,66,20,32,1,16380
2025-05-15 13:13:33.863395,192.168.10.201,52716,18.161.135.59,443,6,54,20,20,1,2048
2025-05-15 13:13:33.883210,18.161.135.59,443,192.168.10.201,52716,6,66,20,32,1,274
2025-05-15 13:13:35.900984,192.168.10.201,52690,34.228.177.21,443,6,54,20,20,1,2048
2025-05-15 13:13:35.943801,34.228.177.21,443,192.168.10.201,52690,6,66,20,32,1,428
2025-05-15 13:13:37.976594,192.168.10.201,52715,23.219.157.143,443,6,54,20,20,1,2048
2025-05-15 13:13:37.998171,23.219.157.143,443,192.168.10.201,52715,6,66,20,32,1,501
2025-05-15 13:13:38.453771,192.168.10.201,52713,45.60.63.78,443,6,231,20,32,1,2048
2025-05-15 13:13:38.453875,192.168.10.201,52713,45.60.63.78,443,6,105,20,32,1,2048
2025-05-15 13:13:38.478238,45.60.63.78,443,192.168.10.201,52713,6,66,20,32,1,501
2025-05-15 13:13:38.478239,45.60.63.78,443,192.168.10.201,52713,6,105,20,32,1,501
2025-05-15 13:13:38.478367,192.168.10.201,52713,45.60.63.78,443,6,66,20,32,1,2047
2025-05-15 13:13:38.494956,45.60.63.78,443,192.168.10.201,52713,6,1325,20,32,1,501
2025-05-15 13:13:38.495023,192.168.10.201,52713,45.60.63.78,443,6,66,20,32,1,2028
2025-05-15 13:13:38.495869,192.168.10.201,52713,45.60.63.78,443,6,101,20,32,1,2048
2025-05-15 13:13:38.503528,192.168.10.201,52713,45.60.63.78,443,6,1514,20,32,1,2048
2025-05-15 13:13:38.503567,192.168.10.201,52713,45.60.63.78,443,6,498,20,32,1,2048
2025-05-15 13:13:38.517816,45.60.63.78,443,192.168.10.201,52713,6,66,20,32,1,501
2025-05-15 13:13:38.543186,45.60.63.78,443,192.168.10.201,52713,6,1514,20,32,1,501
2025-05-15 13:13:38.543186,45.60.63.78,443,192.168.10.201,52713,6,92,20,32,1,501
2025-05-15 13:13:38.543187,45.60.63.78,443,192.168.10.201,52713,6,109,20,32,1,501
2025-05-15 13:13:38.543246,192.168.10.201,52713,45.60.63.78,443,6,66,20,32,1,2024
2025-05-15 13:13:38.580450,192.168.10.201,52713,45.60.63.78,443,6,238,20,32,1,2048
2025-05-15 13:13:38.616058,45.60.63.78,443,192.168.10.201,52713,6,842,20,32,1,501
2025-05-15 13:13:38.616153,192.168.10.201,52713,45.60.63.78,443,6,66,20,32,1,2035
2025-05-15 13:13:40.568620,192.168.10.201,52720,3.166.96.65,443,6,54,20,20,1,2048
2025-05-15 13:13:40.568694,192.168.10.201,52710,23.219.157.143,443,6,54,20,20,1,2048
2025-05-15 13:13:40.589275,23.219.157.143,443,192.168.10.201,52710,6,66,20,32,1,501
2025-05-15 13:13:40.589277,3.166.96.65,443,192.168.10.201,52720,6,66,20,32,1,145
2025-05-15 13:13:41.753297,192.168.10.201,52727,52.1.13.97,443,6,54,20,20,1,131072
2025-05-15 13:13:41.796183,52.1.13.97,443,192.168.10.201,52727,6,66,20,32,1,38656
2025-05-15 13:13:41.905697,192.168.10.201,52730,35.82.164.67,443,6,78,20,44,0,65535
2025-05-15 13:13:41.962626,35.82.164.67,443,192.168.10.201,52730,6,74,20,40,1,26847
2025-05-15 13:13:41.962726,192.168.10.201,52730,35.82.164.67,443,6,66,20,32,1,131712
2025-05-15 13:13:41.963459,192.168.10.201,52730,35.82.164.67,443,6,1514,20,32,1,131712
2025-05-15 13:13:41.963491,192.168.10.201,52730,35.82.164.67,443,6,533,20,32,1,131712
2025-05-15 13:13:42.047518,35.82.164.67,443,192.168.10.201,52730,6,66,20,32,1,44800
2025-05-15 13:13:42.047518,35.82.164.67,443,192.168.10.201,52730,6,66,20,32,1,47872
2025-05-15 13:13:42.047519,35.82.164.67,443,192.168.10.201,52730,6,1514,20,32,1,47872
2025-05-15 13:13:42.047520,35.82.164.67,443,192.168.10.201,52730,6,1514,20,32,1,47872
2025-05-15 13:13:42.047520,35.82.164.67,443,192.168.10.201,52730,6,346,20,32,1,47872
2025-05-15 13:13:42.047583,192.168.10.201,52730,35.82.164.67,443,6,66,20,32,1,128576
2025-05-15 13:13:42.049830,192.168.10.201,52730,35.82.164.67,443,6,130,20,32,1,131072
2025-05-15 13:13:42.050009,192.168.10.201,52730,35.82.164.67,443,6,158,20,32,1,131072
2025-05-15 13:13:42.050138,192.168.10.201,52730,35.82.164.67,443,6,595,20,32,1,131072
2025-05-15 13:13:42.050166,192.168.10.201,52730,35.82.164.67,443,6,1514,20,32,1,131072
2025-05-15 13:13:42.050174,192.168.10.201,52730,35.82.164.67,443,6,753,20,32,1,131072
2025-05-15 13:13:42.107666,35.82.164.67,443,192.168.10.201,52730,6,66,20,32,1,47872
2025-05-15 13:13:42.107668,35.82.164.67,443,192.168.10.201,52730,6,245,20,32,1,47872
2025-05-15 13:13:42.107669,35.82.164.67,443,192.168.10.201,52730,6,128,20,32,1,47872
2025-05-15 13:13:42.107670,35.82.164.67,443,192.168.10.201,52730,6,97,20,32,1,47872
2025-05-15 13:13:42.107782,192.168.10.201,52730,35.82.164.67,443,6,66,20,32,1,130816
2025-05-15 13:13:42.107850,192.168.10.201,52730,35.82.164.67,443,6,66,20,32,1,130752
2025-05-15 13:13:42.108050,35.82.164.67,443,192.168.10.201,52730,6,66,20,32,1,68608
2025-05-15 13:13:42.108170,192.168.10.201,52730,35.82.164.67,443,6,97,20,32,1,131072
2025-05-15 13:13:42.110119,35.82.164.67,443,192.168.10.201,52730,6,1107,20,32,1,68608
2025-05-15 13:13:42.110121,35.82.164.67,443,192.168.10.201,52730,6,97,20,32,1,68608
2025-05-15 13:13:42.110230,192.168.10.201,52730,35.82.164.67,443,6,66,20,32,1,129984
2025-05-15 13:13:42.208669,35.82.164.67,443,192.168.10.201,52730,6,66,20,32,1,68608
2025-05-15 13:13:42.407436,192.168.10.201,52730,35.82.164.67,443,6,128,20,32,1,131072
2025-05-15 13:13:42.407492,192.168.10.201,52730,35.82.164.67,443,6,1504,20,32,1,131072
2025-05-15 13:13:42.462962,35.82.164.67,443,192.168.10.201,52730,6,66,20,32,1,68608
2025-05-15 13:13:42.462963,35.82.164.67,443,192.168.10.201,52730,6,66,20,32,1,86528
2025-05-15 13:13:42.464267,35.82.164.67,443,192.168.10.201,52730,6,328,20,32,1,86528
2025-05-15 13:13:42.464268,35.82.164.67,443,192.168.10.201,52730,6,97,20,32,1,86528
2025-05-15 13:13:42.464320,192.168.10.201,52730,35.82.164.67,443,6,66,20,32,1,130752
2025-05-15 13:13:43.020373,192.168.10.201,52730,35.82.164.67,443,6,124,20,32,1,131072
2025-05-15 13:13:43.020425,192.168.10.201,52730,35.82.164.67,443,6,1504,20,32,1,131072
2025-05-15 13:13:43.082772,35.82.164.67,443,192.168.10.201,52730,6,66,20,32,1,104448
2025-05-15 13:13:43.082773,35.82.164.67,443,192.168.10.201,52730,6,330,20,32,1,104448
2025-05-15 13:13:43.082773,35.82.164.67,443,192.168.10.201,52730,6,97,20,32,1,104448
2025-05-15 13:13:43.082872,192.168.10.201,52730,35.82.164.67,443,6,66,20,32,1,130752
2025-05-15 13:13:43.428811,192.168.10.201,52730,35.82.164.67,443,6,128,20,32,1,131072
2025-05-15 13:13:43.428931,192.168.10.201,52730,35.82.164.67,443,6,1506,20,32,1,131072
2025-05-15 13:13:43.490815,35.82.164.67,443,192.168.10.201,52730,6,66,20,32,1,108800
2025-05-15 13:13:43.490816,35.82.164.67,443,192.168.10.201,52730,6,330,20,32,1,108800
2025-05-15 13:13:43.490816,35.82.164.67,443,192.168.10.201,52730,6,97,20,32,1,108800
2025-05-15 13:13:43.490875,192.168.10.201,52730,35.82.164.67,443,6,66,20,32,1,130752
2025-05-15 13:13:50.637770,40.99.245.50,443,192.168.10.201,52547,6,114,20,32,1,16380
2025-05-15 13:13:50.637964,192.168.10.201,52547,40.99.245.50,443,6,66,20,32,1,6912
2025-05-15 13:13:50.639399,192.168.10.201,52547,40.99.245.50,443,6,108,20,32,1,6912
2025-05-15 13:13:50.639512,192.168.10.201,52547,40.99.245.50,443,6,108,20,32,1,6912
2025-05-15 13:13:50.661643,40.99.245.50,443,192.168.10.201,52547,6,66,20,32,1,16380
2025-05-15 13:13:53.058457,192.168.10.201,52731,23.219.157.143,443,6,78,20,44,0,65535
2025-05-15 13:13:53.073928,23.219.157.143,443,192.168.10.201,52731,6,74,20,40,1,65160
2025-05-15 13:13:53.074053,192.168.10.201,52731,23.219.157.143,443,6,66,20,32,1,131712
2025-05-15 13:13:53.075264,192.168.10.201,52731,23.219.157.143,443,6,1438,20,32,1,131712
2025-05-15 13:13:53.075353,192.168.10.201,52731,23.219.157.143,443,6,821,20,32,1,131712
2025-05-15 13:13:53.091900,23.219.157.143,443,192.168.10.201,52731,6,66,20,32,1,64128
2025-05-15 13:13:53.093434,23.219.157.143,443,192.168.10.201,52731,6,66,20,32,1,64128
2025-05-15 13:13:53.093435,23.219.157.143,443,192.168.10.201,52731,6,336,20,32,1,64128
2025-05-15 13:13:53.093550,192.168.10.201,52731,23.219.157.143,443,6,66,20,32,1,131392
2025-05-15 13:13:53.094201,192.168.10.201,52731,23.219.157.143,443,6,146,20,32,1,131392
2025-05-15 13:13:53.094531,192.168.10.201,52731,23.219.157.143,443,6,612,20,32,1,131392
2025-05-15 13:13:53.109921,23.219.157.143,443,192.168.10.201,52731,6,66,20,32,1,64128
2025-05-15 13:13:53.109923,23.219.157.143,443,192.168.10.201,52731,6,369,20,32,1,64128
2025-05-15 13:13:53.109923,23.219.157.143,443,192.168.10.201,52731,6,66,20,32,1,64128
2025-05-15 13:13:53.110044,192.168.10.201,52731,23.219.157.143,443,6,66,20,32,1,131136
2025-05-15 13:13:53.112926,23.219.157.143,443,192.168.10.201,52731,6,485,20,32,1,64128
2025-05-15 13:13:53.113034,192.168.10.201,52731,23.219.157.143,443,6,66,20,32,1,130688
2025-05-15 13:13:53.505240,35.82.164.67,443,192.168.10.201,52730,6,105,20,32,1,108800
2025-05-15 13:13:53.505241,35.82.164.67,443,192.168.10.201,52730,6,90,20,32,1,108800
2025-05-15 13:13:53.505241,35.82.164.67,443,192.168.10.201,52730,6,66,20,32,1,108800
2025-05-15 13:13:53.505368,192.168.10.201,52730,35.82.164.67,443,6,66,20,32,1,131008
2025-05-15 13:13:53.505437,192.168.10.201,52730,35.82.164.67,443,6,66,20,32,1,131008
2025-05-15 13:13:53.505620,192.168.10.201,52730,35.82.164.67,443,6,66,20,32,1,131072
2025-05-15 13:13:53.539001,192.168.10.201,52713,45.60.63.78,443,6,231,20,32,1,2048
2025-05-15 13:13:53.539065,192.168.10.201,52713,45.60.63.78,443,6,105,20,32,1,2048
2025-05-15 13:13:53.557920,45.60.63.78,443,192.168.10.201,52713,6,66,20,32,1,501
2025-05-15 13:13:53.557921,45.60.63.78,443,192.168.10.201,52713,6,105,20,32,1,501
2025-05-15 13:13:53.557973,192.168.10.201,52713,45.60.63.78,443,6,66,20,32,1,2047
2025-05-15 13:13:53.562441,35.82.164.67,443,192.168.10.201,52730,6,66,20,32,1,108800
2025-05-15 13:13:53.575947,45.60.63.78,443,192.168.10.201,52713,6,1227,20,32,1,501
2025-05-15 13:13:53.576005,192.168.10.201,52713,45.60.63.78,443,6,66,20,32,1,2029
2025-05-15 13:13:53.577960,192.168.10.201,52713,45.60.63.78,443,6,101,20,32,1,2048
2025-05-15 13:13:53.579190,192.168.10.201,52713,45.60.63.78,443,6,1514,20,32,1,2048
2025-05-15 13:13:53.579217,192.168.10.201,52713,45.60.63.78,443,6,498,20,32,1,2048
2025-05-15 13:13:53.596851,45.60.63.78,443,192.168.10.201,52713,6,66,20,32,1,495
2025-05-15 13:13:53.621023,45.60.63.78,443,192.168.10.201,52713,6,1514,20,32,1,501
2025-05-15 13:13:53.621024,45.60.63.78,443,192.168.10.201,52713,6,75,20,32,1,501
2025-05-15 13:13:53.621079,192.168.10.201,52713,45.60.63.78,443,6,66,20,32,1,2025
2025-05-15 13:13:53.658357,192.168.10.201,52713,45.60.63.78,443,6,238,20,32,1,2048
2025-05-15 13:13:53.697510,45.60.63.78,443,192.168.10.201,52713,6,817,20,32,1,501
2025-05-15 13:13:53.697568,192.168.10.201,52713,45.60.63.78,443,6,66,20,32,1,2036
2025-05-15 13:13:55.145936,192.168.10.201,52717,172.64.155.209,443,6,54,20,20,1,2048
2025-05-15 13:13:55.168341,172.64.155.209,443,192.168.10.201,52717,6,66,20,32,1,10
2025-05-15 13:13:56.781988,52.1.13.97,443,192.168.10.201,52727,6,112,20,32,1,38656
2025-05-15 13:13:56.781989,52.1.13.97,443,192.168.10.201,52727,6,97,20,32,1,38656
2025-05-15 13:13:56.781990,52.1.13.97,443,192.168.10.201,52727,6,66,20,32,1,38656
2025-05-15 13:13:56.782118,192.168.10.201,52727,52.1.13.97,443,6,66,20,32,1,130944
2025-05-15 13:13:56.782203,192.168.10.201,52727,52.1.13.97,443,6,66,20,32,1,130944
2025-05-15 13:13:56.782493,192.168.10.201,52727,52.1.13.97,443,6,66,20,32,1,131072
2025-05-15 13:13:56.800995,52.1.13.97,443,192.168.10.201,52727,6,66,20,32,1,38656
2025-05-15 13:13:56.801053,192.168.10.201,52727,52.1.13.97,443,6,66,20,32,1,131072
2025-05-15 13:13:56.820646,52.1.13.97,443,192.168.10.201,52727,6,66,20,32,1,38656
2025-05-15 13:13:56.838261,52.1.13.97,443,192.168.10.201,52727,6,66,20,32,1,38656
2025-05-15 13:13:56.838325,192.168.10.201,52727,52.1.13.97,443,6,54,20,20,0,0
2025-05-15 13:14:01.652362,192.168.10.201,52728,52.96.103.34,443,6,54,20,20,1,131072
2025-05-15 13:14:01.681486,52.96.103.34,443,192.168.10.201,52728,6,66,20,32,1,4194816
2025-05-15 13:14:01.853020,192.168.10.201,52729,20.42.72.131,443,6,54,20,20,1,131072
2025-05-15 13:14:01.899722,20.42.72.131,443,192.168.10.201,52729,6,66,20,32,1,4194048
2025-05-15 13:14:03.363155,192.168.10.201,52728,52.96.103.34,443,6,1514,20,32,1,131072
2025-05-15 13:14:03.363157,192.168.10.201,52728,52.96.103.34,443,6,1514,20,32,1,131072
2025-05-15 13:14:03.363159,192.168.10.201,52728,52.96.103.34,443,6,1514,20,32,1,131072
2025-05-15 13:14:03.363194,192.168.10.201,52728,52.96.103.34,443,6,975,20,32,1,131072
2025-05-15 13:14:03.363221,192.168.10.201,52728,52.96.103.34,443,6,112,20,32,1,131072
2025-05-15 13:14:03.363404,192.168.10.201,52729,20.42.72.131,443,6,332,20,32,1,131072
2025-05-15 13:14:03.363431,192.168.10.201,52729,20.42.72.131,443,6,105,20,32,1,131072
2025-05-15 13:14:03.363451,192.168.10.201,52729,20.42.72.131,443,6,1494,20,32,1,131072
2025-05-15 13:14:03.363451,192.168.10.201,52729,20.42.72.131,443,6,1494,20,32,1,131072
2025-05-15 13:14:03.363452,192.168.10.201,52729,20.42.72.131,443,6,1494,20,32,1,131072
2025-05-15 13:14:03.363460,192.168.10.201,52729,20.42.72.131,443,6,238,20,32,1,131072
2025-05-15 13:14:03.393128,52.96.103.34,443,192.168.10.201,52728,6,66,20,32,1,4194816
2025-05-15 13:14:03.393130,52.96.103.34,443,192.168.10.201,52728,6,66,20,32,1,4194816
2025-05-15 13:14:03.393130,52.96.103.34,443,192.168.10.201,52728,6,112,20,32,1,4194816
2025-05-15 13:14:03.393264,192.168.10.201,52728,52.96.103.34,443,6,66,20,32,1,131008
2025-05-15 13:14:03.410443,20.42.72.131,443,192.168.10.201,52729,6,66,20,32,1,4193792
2025-05-15 13:14:03.410444,20.42.72.131,443,192.168.10.201,52729,6,105,20,32,1,4194816
2025-05-15 13:14:03.410445,20.42.72.131,443,192.168.10.201,52729,6,66,20,32,1,4194816
2025-05-15 13:14:03.410573,192.168.10.201,52729,20.42.72.131,443,6,66,20,32,1,131008
2025-05-15 13:14:03.455188,20.42.72.131,443,192.168.10.201,52729,6,146,20,32,1,4194816
2025-05-15 13:14:03.455294,192.168.10.201,52729,20.42.72.131,443,6,66,20,32,1,130944
2025-05-15 13:14:03.470915,40.99.245.50,443,192.168.10.201,52547,6,241,20,32,1,16380
2025-05-15 13:14:03.471111,192.168.10.201,52547,40.99.245.50,443,6,66,20,32,1,6912
2025-05-15 13:14:03.472771,192.168.10.201,52547,40.99.245.50,443,6,108,20,32,1,6912
2025-05-15 13:14:03.472897,192.168.10.201,52547,40.99.245.50,443,6,108,20,32,1,6912
2025-05-15 13:14:03.477648,52.96.103.34,443,192.168.10.201,52728,6,418,20,32,1,4194816
2025-05-15 13:14:03.477649,52.96.103.34,443,192.168.10.201,52728,6,104,20,32,1,4194816
2025-05-15 13:14:03.477735,192.168.10.201,52728,52.96.103.34,443,6,66,20,32,1,130624
2025-05-15 13:14:03.479269,192.168.10.201,52728,52.96.103.34,443,6,108,20,32,1,131072
2025-05-15 13:14:03.495422,40.99.245.50,443,192.168.10.201,52547,6,66,20,32,1,16386
2025-05-15 13:14:03.549964,52.96.103.34,443,192.168.10.201,52728,6,66,20,32,1,4194560
2025-05-15 13:14:08.619250,192.168.10.201,52713,45.60.63.78,443,6,231,20,32,1,2048
2025-05-15 13:14:08.619291,192.168.10.201,52713,45.60.63.78,443,6,105,20,32,1,2048
2025-05-15 13:14:08.650954,45.60.63.78,443,192.168.10.201,52713,6,66,20,32,1,501
2025-05-15 13:14:08.650954,45.60.63.78,443,192.168.10.201,52713,6,105,20,32,1,501
2025-05-15 13:14:08.651006,192.168.10.201,52713,45.60.63.78,443,6,66,20,32,1,2047
2025-05-15 13:14:08.657566,192.168.10.201,52713,45.60.63.78,443,6,1514,20,32,1,2048
2025-05-15 13:14:08.657596,192.168.10.201,52713,45.60.63.78,443,6,498,20,32,1,2048
2025-05-15 13:14:08.667099,45.60.63.78,443,192.168.10.201,52713,6,1228,20,32,1,501
2025-05-15 13:14:08.667138,192.168.10.201,52713,45.60.63.78,443,6,66,20,32,1,2029
2025-05-15 13:14:08.667568,192.168.10.201,52713,45.60.63.78,443,6,101,20,32,1,2048
2025-05-15 13:14:08.674782,45.60.63.78,443,192.168.10.201,52713,6,66,20,32,1,501
2025-05-15 13:14:08.695787,45.60.63.78,443,192.168.10.201,52713,6,1514,20,32,1,501
2025-05-15 13:14:08.695788,45.60.63.78,443,192.168.10.201,52713,6,76,20,32,1,501
2025-05-15 13:14:08.695840,192.168.10.201,52713,45.60.63.78,443,6,66,20,32,1,2025
2025-05-15 13:14:08.758758,192.168.10.201,52713,45.60.63.78,443,6,238,20,32,1,2048
2025-05-15 13:14:08.799388,45.60.63.78,443,192.168.10.201,52713,6,818,20,32,1,501
