Fwd Packet Length Max,Fwd Packet Length Min,Min Packet Length,Max Packet Length,Average Packet Size,Fwd Packets/s,Fwd Header Length,Fwd Header Length.1,min_seg_size_forward,Total Length of Fwd Packets,Fwd Packet Length Std,Flow IAT Min,Subflow Fwd Bytes,Destination Port,Protocol,Packet Length Std,Flow Duration,Fwd IAT Total,ACK Flag Count,Init_Win_bytes_forward,Flow IAT Mean,Flow IAT Max,Fwd IAT Mean,Fwd IAT Max
346.0,66.0,66.0,346.0,176.4,83.12531709791983,20.0,32.0,34.0,882.0,104.21631350225357,9.5367431640625e-07,882.0,52730,6,104.21631350225357,0.060150146484375,0.060150146484375,5,47872.0,0.01503753662109375,0.06014609336853027,0.01503753662109375,0.06014609336853027
128.0,66.0,66.0,128.0,84.6,16.685910696667833,20.0,32.0,34.0,423.0,24.8,6.818771362304688e-05,423.0,443,6,24.8,0.2996540069580078,0.2996540069580078,5,130816.0,0.07491350173950195,0.29720592498779297,0.07491350173950195,0.29720592498779297
1107.0,66.0,66.0,1107.0,280.4,14.088007050882435,20.0,32.0,34.0,1402.0,413.47435228802277,1.9073486328125e-06,1402.0,52730,6,413.47435228802277,0.35491180419921875,0.35491180419921875,5,68608.0,0.08872795104980469,0.25429296493530273,0.08872795104980469,0.25429296493530273
330.0,66.0,66.0,330.0,177.4,8.06699001527501,20.0,32.0,34.0,887.0,124.2989943643954,9.5367431640625e-07,887.0,52730,6,124.2989943643954,0.6198098659515381,0.6198098659515381,5,86528.0,0.15495246648788452,0.6185040473937988,0.15495246648788452,0.6185040473937988
1504.0,66.0,66.0,1504.0,652.8,7.40323975050384,20.0,32.0,34.0,3264.0,695.3244997840936,5.1975250244140625e-05,3264.0,443,6,695.3244997840936,0.6753799915313721,0.6753799915313721,5,131072.0,0.16884499788284302,0.5560531616210938,0.16884499788284302,0.5560531616210938
108.0,66.0,66.0,108.0,91.2,0.12520434306624753,20.0,32.0,34.0,456.0,20.575713839378697,0.00018906593322753906,456.0,443,6,20.575713839378697,39.93471693992615,39.93471693992615,5,6912.0,9.983679234981537,20.022691011428833,9.983679234981537,20.022691011428833
1438.0,66.0,66.0,1438.0,493.8,142.47827652505927,20.0,34.4,34.0,2469.0,554.524805576811,8.893013000488281e-05,2469.0,443,6,554.524805576811,0.035093069076538086,0.035093069076538086,4,65535.0,0.008773267269134521,0.018197059631347656,0.008773267269134521,0.018197059631347656
336.0,66.0,66.0,336.0,121.6,138.91643758487066,20.0,33.6,34.0,608.0,107.24476677209009,9.5367431640625e-07,608.0,52731,6,107.24476677209009,0.03599286079406738,0.03599286079406738,5,65160.0,0.008998215198516846,0.01797199249267578,0.008998215198516846,0.01797199249267578
330.0,66.0,66.0,330.0,139.0,0.4797328696937973,20.0,32.0,34.0,695.0,96.43028569904789,0.0,695.0,52730,6,96.43028569904789,10.42246699333191,10.42246699333191,5,104448.0,2.6056167483329773,10.014423847198486,2.6056167483329773,10.014423847198486
1506.0,66.0,66.0,1506.0,366.4,0.49619784314148596,20.0,32.0,34.0,1832.0,570.3057425627063,6.890296936035156e-05,1832.0,443,6,570.3057425627063,10.07662582397461,10.07662582397461,5,131072.0,2.5191564559936523,10.014492988586426,2.5191564559936523,10.014492988586426
842.0,66.0,66.0,842.0,242.8,0.33300621059999924,20.0,32.0,34.0,1214.0,299.97693244647996,9.5367431640625e-07,1214.0,52713,6,299.97693244647996,15.014734983444214,15.014734983444214,5,501.0,3.7536837458610535,14.941861867904663,3.7536837458610535,14.941861867904663
238.0,66.0,66.0,238.0,141.2,0.33383357515543866,20.0,32.0,34.0,706.0,77.53038114184658,6.389617919921875e-05,706.0,443,6,77.53038114184658,14.977522850036621,14.977522850036621,5,2048.0,3.7443807125091553,14.922847986221313,3.7443807125091553,14.922847986221313
1514.0,66.0,66.0,1514.0,449.0,110.92872935774963,20.0,32.0,34.0,2245.0,556.9754034066495,2.6941299438476562e-05,2245.0,443,6,556.9754034066495,0.0450739860534668,0.0450739860534668,5,2029.0,0.0112684965133667,0.04186201095581055,0.0112684965133667,0.04186201095581055
1514.0,66.0,66.0,1514.0,739.8,41.13095051306995,20.0,32.0,34.0,3699.0,589.690562922623,9.5367431640625e-07,3699.0,52713,6,589.690562922623,0.12156295776367188,0.12156295776367188,5,501.0,0.03039073944091797,0.07648611068725586,0.03039073944091797,0.07648611068725586
438.0,66.0,66.0,438.0,155.8,0.08323487893997202,20.0,32.0,34.0,779.0,142.2257360677033,1.1920928955078125e-06,779.0,52727,6,142.2257360677033,60.07097101211548,60.07097101211548,5,38656.0,15.01774275302887,45.04879307746887,15.01774275302887,45.04879307746887
66.0,54.0,54.0,66.0,63.6,88.95698391085435,20.0,29.6,34.0,318.0,4.8,8.487701416015625e-05,318.0,443,6,4.8,0.05620694160461426,0.05620694160461426,4,130944.0,0.014051735401153564,0.037271976470947266,0.014051735401153564,0.037271976470947266
1514.0,54.0,54.0,1514.0,642.8,0.10701283802271326,20.0,29.6,34.0,3214.0,711.3453169874671,2.1457672119140625e-06,3214.0,443,6,711.3453169874671,46.723366022109985,46.723366022109985,5,126912.0,11.680841505527496,45.012402057647705,11.680841505527496,45.012402057647705
1494.0,54.0,54.0,1494.0,695.8,3.3103133015227444,20.0,29.6,34.0,3479.0,658.4145806404958,0.0,3479.0,443,6,658.4145806404958,1.5104310512542725,1.5104310512542725,5,131072.0,0.3776077628135681,1.5103840827941895,0.3776077628135681,1.5103840827941895
1514.0,66.0,66.0,1514.0,404.0,0.10694396827287601,20.0,32.0,34.0,2020.0,560.0971344329481,9.5367431640625e-07,2020.0,52728,6,560.0971344329481,46.75345492362976,46.75345492362976,5,4194816.0,11.68836373090744,45.04181098937988,11.68836373090744,45.04181098937988
105.0,66.0,66.0,105.0,73.8,0.10718459415266648,20.0,32.0,34.0,369.0,15.6,9.5367431640625e-07,369.0,52729,6,15.6,46.64849495887756,46.64849495887756,5,4194048.0,11.66212373971939,45.13777208328247,11.66212373971939,45.13777208328247
108.0,66.0,66.0,108.0,99.6,0.38960539048449355,20.0,32.0,34.0,498.0,16.8,0.00011301040649414062,498.0,443,6,16.8,12.833498001098633,12.833498001098633,5,6912.0,3.208374500274658,12.831598997116089,3.208374500274658,12.831598997116089
1514.0,66.0,66.0,1514.0,546.6,43.6391179585781,20.0,32.0,34.0,2733.0,595.0158317221484,2.6941299438476562e-05,2733.0,443,6,595.0158317221484,0.11457610130310059,0.11457610130310059,5,131072.0,0.028644025325775146,0.08447098731994629,0.028644025325775146,0.08447098731994629
241.0,66.0,66.0,241.0,110.6,0.1521708983025257,20.0,32.0,34.0,553.0,67.79852505770313,0.023873090744018555,553.0,52547,6,67.79852505770313,32.8577938079834,32.8577938079834,5,16380.0,8.21444845199585,20.000141859054565,8.21444845199585,20.000141859054565
418.0,66.0,66.0,418.0,153.2,31.880865114341702,20.0,32.0,34.0,766.0,133.74961682188103,0.0,766.0,52728,6,133.74961682188103,0.15683388710021973,0.15683388710021973,5,4194816.0,0.03920847177505493,0.0845179557800293,0.03920847177505493,0.0845179557800293
238.0,66.0,66.0,238.0,141.2,0.33349676724000843,20.0,32.0,34.0,706.0,77.53038114184658,4.100799560546875e-05,706.0,443,6,77.53038114184658,14.99264907836914,14.99264907836914,5,2048.0,3.748162269592285,14.921682119369507,3.748162269592285,14.921682119369507
1514.0,66.0,66.0,1514.0,595.8,111.52512989050376,20.0,32.0,34.0,2979.0,639.5355814964481,0.0,2979.0,52713,6,639.5355814964481,0.04483294486999512,0.04483294486999512,5,501.0,0.01120823621749878,0.021004915237426758,0.01120823621749878,0.021004915237426758
